60	0.767	5.265	28.54
70	0.905	5.1	28.2
90	1.181	4.654	27.24
100	1.319	4.466	26.8
110	1.457	4.642	27.21
120	1.595	4.098	25.9
130	1.733	4.353	26.53
140	1.879	4.247	26.27
150	2.034	4.442	26.75
160	2.189	4.391	26.63
170	2.343	4.45	26.77
180	2.498	4.586	27.08
190	2.652	4.58	27.07
200	2.807	4.288	26.38
210	2.962	4.667	27.27
220	3.138	4.37	26.57
230	3.323	4.25	26.28
240	3.509	4.235	26.24
250	3.694	4.641	27.21
260	3.88	4.106	25.92
270	4.069	4.362	26.56
280	4.257	4.475	26.82
290	4.446	4.51	26.91
300	4.634	4.182	26.11
310	4.823	4.741	27.43
320	5.011	4.528	26.95
330	5.221	4.484	26.85
340	5.43	4.45	26.77
350	5.64	4.717	27.38
360	5.85	4.344	26.51
370	6.06	4.48	26.84
380	6.269	4.406	26.66
390	6.479	4.22	26.21
400	6.689	4.322	26.46
410	6.898	4.578	27.06
420	7.108	4.386	26.61
430	7.318	4.751	27.45
440	7.528	4.643	27.21
450	7.737	4.521	26.93
460	7.947	4.729	27.41
470	8.282	4.555	27.01
480	8.617	4.527	26.95
490	8.953	4.456	26.78
500	9.288	4.408	26.67
510	9.623	4.458	26.78
520	9.958	4.31	26.43
530	10.293	4.631	27.19
