0.5	2.13	0.9622	28		
0.7	2.99	0.9562	27.9		
0.8	3.41	0.9488	27.6		
1.1	4.7	0.9492	27.7		
1.2	5.12	0.9440	27.5		
1.3	5.55	0.9419	27.4		
1.4	5.98	0.9367	27.2		
1.5	6.4	0.9301	27		
1.6	6.83	0.9304	27		
1.7	7.26	0.9262	26.9		
1.8	7.68	0.9245	26.9		
1.9	8.11	0.9256	26.9		
2.1	8.96	0.9261	26.9		
2.2	9.39	0.9173	26.6		
2.3	9.82	0.9137	26.5		
2.35	10.03	0.9140	26.5		
2.4	10.25	0.9001	26.1		
