0.01	0.766	4.49	27.44
0.05	1.222	4.02	26.21
0.09	1.677	4.07	26.34
0.13	2.133	4.75	28.06
0.21	2.498	4.55	27.58
0.25	3.154	4.46	27.37
0.29	3.373	3.98	26.09
0.33	3.592	4.09	26.39
0.37	3.865	4.52	27.52
0.45	5.148	4.31	26.98
0.49	5.635	3.63	25.08
0.53	5.967	4.19	26.66
0.57	6.279	4.29	26.94
0.61	6.591	4.37	27.14
0.65	6.903	4.43	27.3
0.69	7.001	4.08	26.37
0.73	7.684	4.08	26.39
0.77	7.976	3.87	25.78
0.81	8.171	4.04	26.26
0.85	8.269	4.15	26.55
0.89	8.366	3.77	25.49
0.93	8.513	3.66	25.16
0.97	8.659	3.68	25.21
1.01	8.727	3.65	25.15
1.05	8.854	3.98	26.1
1.13	9.322	4.05	26.3
1.17	9.508	4.05	26.3
1.21	9.634	4.37	27.15
1.25	9.781	4.51	27.48
1.29	9.927	4.17	26.62
1.33	10.122	4.01	26.18
1.37	10.317	3.92	25.93
1.41	10.61	3.45	24.52
